participant_id,condition,model_name,model_id,completed_task,number_user_turns,total_user_word_count,average_user_message_length,started_at,completed_at,dropout_stage
bbcd56cf-6829-42b4-97e0-cef2594718a5,warm,GPT-4o,gpt-4o,1,4,625,156.25,2026-07-31T21:23:59.537705,2026-07-31T21:24:21.962748,
d22de9e8-97ec-427f-b79c-7dc4e76c943c,warm,GPT-4o,gpt-4o,1,4,678,169.5,2026-07-31T21:24:24.203943,2026-07-31T21:24:47.051170,
3d39f6aa-f57d-4c2c-84c1-3f0b98fa0549,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:24:49.306249,,turn_0_participant_error
0c719c90-45cb-48da-9c6d-bccbd709c356,competent,GPT-4o Mini,gpt-4o-mini,1,4,696,174.0,2026-07-31T21:24:59.377596,2026-07-31T21:25:25.867275,
62417e8b-7dcb-451b-85a5-b8f44f6f0daa,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:25:28.495812,,turn_0_participant_error
0c599023-a74f-41e7-b424-954e968c425e,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,1061,265.25,2026-07-31T21:25:37.439828,2026-07-31T21:26:12.867275,
1d4bfd64-7677-4409-87da-a54da1d5f388,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,963,240.75,2026-07-31T21:26:15.631926,2026-07-31T21:26:47.884580,
7d7a3587-468a-4e5e-b56e-a46a8aa0d173,warm,GPT-4o Mini,gpt-4o-mini,1,4,736,184.0,2026-07-31T21:26:50.346087,2026-07-31T21:27:16.044435,
e62debfa-0ade-4dba-a333-b71269022773,competent,GPT-4o Mini,gpt-4o-mini,1,4,601,150.25,2026-07-31T21:27:18.699527,2026-07-31T21:27:43.625682,
90805bae-71e9-4611-8034-b6dae400f92b,warm,GPT-4o,gpt-4o,1,4,689,172.25,2026-07-31T21:27:45.861325,2026-07-31T21:28:08.985657,
0e47c601-e629-4d23-b71d-95ef5370f06e,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,1119,279.75,2026-07-31T21:28:11.683411,2026-07-31T21:28:48.819667,
6b6c928f-54e5-40cb-a9b1-3a828217f3b7,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:28:51.281465,,turn_0_participant_error
bbc7b51d-6cd7-4cbf-a767-c02d27301ccc,warm,GPT-4o,gpt-4o,1,4,660,165.0,2026-07-31T21:29:00.292565,2026-07-31T21:29:27.201306,
8b1f4b8e-45cc-4112-9335-c225cbd4531d,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:29:29.190382,,turn_0_participant_error
bf994321-ac47-46c0-870d-7fce7bbf8fd8,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:29:38.592320,,turn_0_participant_error
6ce1d48d-3733-4385-9280-92290e802847,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,988,247.0,2026-07-31T21:29:47.698584,2026-07-31T21:30:23.026637,
f8a3e313-8d6f-4ad3-a21b-b8d49e8e22b2,warm,GPT-4o Mini,gpt-4o-mini,1,4,781,195.25,2026-07-31T21:30:25.795722,2026-07-31T21:30:50.790729,
00d77130-af86-47d1-a8ab-a7e85f97a8ec,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,1042,260.5,2026-07-31T21:30:53.675319,2026-07-31T21:31:30.922478,
34352b3b-8956-4363-913d-bd5df42ab42e,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,1016,254.0,2026-07-31T21:31:33.174870,2026-07-31T21:32:08.768674,
b67d10c5-d150-4012-a1bf-55dbeb191271,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:32:11.063867,,turn_0_participant_error
2bea23b2-4db3-40c4-b6b6-5959587963fa,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,997,249.25,2026-07-31T21:32:20.073678,2026-07-31T21:32:56.665992,
a7c2abda-3272-4543-aa08-7555128b6950,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:32:59.240857,,turn_0_participant_error
8212b4d5-2585-435a-b26d-8715c2927f19,competent,GPT-4o,gpt-4o,1,4,613,153.25,2026-07-31T21:33:08.020269,2026-07-31T21:33:30.646113,
9aae7ae5-b43d-4c74-b743-7a2fd38f3717,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:33:32.876208,,turn_0_participant_error
b1dfd1ac-a663-48c0-8319-71077dc125e6,competent,GPT-4o Mini,gpt-4o-mini,1,4,737,184.25,2026-07-31T21:33:41.581510,2026-07-31T21:34:12.710069,
2e73c553-a7f7-41c4-af5d-daa45c9a5667,warm,GPT-4o,gpt-4o,1,4,734,183.5,2026-07-31T21:34:15.371901,2026-07-31T21:34:38.515160,
e931d34d-3960-4c2d-b802-9dbb01182e04,competent,GPT-4o Mini,gpt-4o-mini,1,4,820,205.0,2026-07-31T21:34:41.176692,2026-07-31T21:35:08.461038,
3710d803-33a4-4cae-9ace-8a045dae700f,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:35:10.932593,,turn_0_participant_error
2b1c0e0f-c9a1-4e47-92c0-05837a3e52be,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,979,244.75,2026-07-31T21:35:19.998804,2026-07-31T21:35:56.442412,
6f9095b0-fa4c-4041-b0bc-2808e1fbde3e,competent,GPT-4o,gpt-4o,1,4,509,127.25,2026-07-31T21:35:59.104011,2026-07-31T21:36:28.083611,
4df2aad7-14a0-40f6-ba69-00f498c139af,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,961,240.25,2026-07-31T21:36:30.131903,2026-07-31T21:37:05.916927,
f660793c-8ca9-4495-9a76-b2f432719b7d,competent,GPT-4o,gpt-4o,1,4,528,132.0,2026-07-31T21:37:08.892321,2026-07-31T21:37:34.514636,
b94db764-ce43-4a5f-aa9f-bb294d58b1b8,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,1018,254.5,2026-07-31T21:37:36.969495,2026-07-31T21:38:12.981056,
fb126af7-df43-4990-8d12-3d8b038f20d8,competent,GPT-4o,gpt-4o,1,4,565,141.25,2026-07-31T21:38:15.477311,2026-07-31T21:38:38.178226,
77b1d57d-5155-43bb-9e83-b5a5da206c9c,warm,GPT-4o Mini,gpt-4o-mini,1,4,694,173.5,2026-07-31T21:38:40.147903,2026-07-31T21:39:07.108923,
56658c6a-8415-4d8e-b777-d45e930acbef,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:39:09.565283,,turn_0_participant_error
606a7e65-2cb0-4b04-a215-3bae801168ba,competent,GPT-4o,gpt-4o,1,4,534,133.5,2026-07-31T21:39:17.039686,2026-07-31T21:39:40.803586,
92b6627e-ffbd-48a1-b598-5603c1000639,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:39:42.847500,,turn_0_participant_error
92fd3634-4fe6-436d-a5eb-c6366eb27b97,warm,GPT-4o Mini,gpt-4o-mini,1,4,655,163.75,2026-07-31T21:39:53.086150,2026-07-31T21:40:17.666067,
dfacc781-4134-407b-938b-f62e2cfa4af2,warm,GPT-4o Mini,gpt-4o-mini,1,4,646,161.5,2026-07-31T21:40:20.121631,2026-07-31T21:40:43.879469,
b16b1c87-5ff0-4734-896f-12294b6922f2,competent,GPT-4o,gpt-4o,1,4,687,171.75,2026-07-31T21:40:46.333522,2026-07-31T21:41:09.137372,
7b7f5587-5574-457a-b6fc-ab6bf5e3fde1,competent,GPT-4o,gpt-4o,1,4,603,150.75,2026-07-31T21:41:11.314207,2026-07-31T21:41:36.713621,
35089735-4a70-4a8d-98e3-ea0a251882ce,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,943,235.75,2026-07-31T21:41:38.756955,2026-07-31T21:42:13.162258,
695054b6-572e-4641-bea6-16468e2e7e76,competent,Claude Haiku,claude-haiku-4-5-20251001,1,4,987,246.75,2026-07-31T21:42:15.533797,2026-07-31T21:42:52.089579,
fc8b25ed-2fae-4538-a5eb-09ec7d1ea441,competent,GPT-4o Mini,gpt-4o-mini,1,4,704,176.0,2026-07-31T21:42:54.810616,2026-07-31T21:43:22.384533,
4dd88f74-2fb5-471c-a913-6593118abcee,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,997,249.25,2026-07-31T21:43:24.640982,2026-07-31T21:44:01.113441,
2be81971-e02f-4479-a901-bcde0ef09526,competent,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:44:03.346731,,turn_0_participant_error
2a01a2ad-a27a-40e9-83f9-c22ae7612d86,competent,GPT-4o,gpt-4o,1,4,677,169.25,2026-07-31T21:44:12.264497,2026-07-31T21:44:39.800086,
eaee8680-44ed-4610-8840-be8b703179fa,warm,Claude Sonnet,claude-sonnet-5,0,1,219,0,2026-07-31T21:44:41.778679,,turn_1_participant_error
9ee250e9-ac25-410c-99b8-3178e0a2d587,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:45:00.083276,,turn_0_participant_error
f50e3b82-ad7a-437f-bff4-7e8027358095,warm,GPT-4o Mini,gpt-4o-mini,1,4,701,175.25,2026-07-31T21:45:08.276359,2026-07-31T21:45:32.649451,
34c09bd1-99c2-41e6-8e42-e64787c3954e,warm,GPT-4o Mini,gpt-4o-mini,1,4,658,164.5,2026-07-31T21:45:39.557231,2026-07-31T21:46:04.894564,
12e2e5b0-889b-4a61-8cb5-615442a83e60,warm,GPT-4o Mini,gpt-4o-mini,1,4,663,165.75,2026-07-31T21:46:07.151925,2026-07-31T21:46:31.007260,
91e98345-33dd-4155-a4e1-f538759f5343,warm,Claude Haiku,claude-haiku-4-5-20251001,1,4,1070,267.5,2026-07-31T21:46:33.572505,2026-07-31T21:47:10.712520,
bafba289-2c88-4a42-a592-2b31254a05a6,warm,Claude Sonnet,claude-sonnet-5,0,0,0,0,2026-07-31T21:47:13.099706,,turn_0_participant_error
21e72114-8f3c-4b81-8f2a-8a22e71ac614,competent,GPT-4o Mini,gpt-4o-mini,1,4,756,189.0,2026-07-31T21:47:20.990954,2026-07-31T21:47:46.556192,
a8da78f2-eb97-4051-b06b-cdf98832af50,competent,Claude Sonnet,claude-sonnet-5,1,4,1018,254.5,2026-08-01T07:56:54.560838,2026-08-01T07:57:42.252922,
dd1fa50c-b00c-4909-b1fe-c725b5ca52fb,warm,Claude Sonnet,claude-sonnet-5,1,4,1091,272.75,2026-08-01T07:57:45.683966,2026-08-01T07:58:31.137148,
08df923c-f6ad-4a67-b140-31191e76ecbf,warm,Claude Sonnet,claude-sonnet-5,1,4,973,243.25,2026-08-01T07:58:34.163822,2026-08-01T07:59:18.602148,
4a64d890-66d7-40a0-8825-ee68de0eeadd,warm,Claude Sonnet,claude-sonnet-5,1,4,978,244.5,2026-08-01T07:59:22.165046,2026-08-01T08:00:06.162229,
740ec931-3f3f-42f1-b789-e025cab6063e,warm,Claude Sonnet,claude-sonnet-5,1,4,1019,254.75,2026-08-01T08:00:08.979267,2026-08-01T08:00:52.691125,
9331a10a-b704-48ee-a9ef-b9d396b51c26,competent,Claude Sonnet,claude-sonnet-5,1,4,1077,269.25,2026-08-01T08:00:55.940416,2026-08-01T08:01:43.460091,
6b62c0ea-b4d9-4b27-937c-38400be8070f,competent,Claude Sonnet,claude-sonnet-5,1,4,996,249.0,2026-08-01T08:01:47.450223,2026-08-01T08:02:32.188070,
69337471-178a-4243-8c88-659efcdb90cc,warm,Claude Sonnet,claude-sonnet-5,1,4,1040,260.0,2026-08-01T08:02:36.092491,2026-08-01T08:03:24.825236,
9b4ed84b-372a-45fb-b661-585e63465b3f,competent,Claude Sonnet,claude-sonnet-5,1,4,1053,263.25,2026-08-01T08:03:28.165002,2026-08-01T08:04:11.531805,
6188dba6-e141-4a06-88bb-0a4f2f1268f2,warm,Claude Sonnet,claude-sonnet-5,1,4,998,249.5,2026-08-01T08:04:14.601291,2026-08-01T08:05:02.316150,
f221d986-06aa-41c2-a0ff-14bacf5aede0,competent,Claude Sonnet,claude-sonnet-5,1,4,956,239.0,2026-08-01T08:05:05.801076,2026-08-01T08:05:51.774926,
28e7d489-525c-4583-a1ec-5a1c5a664ecd,warm,Claude Sonnet,claude-sonnet-5,1,4,997,249.25,2026-08-01T08:05:55.568128,2026-08-01T08:06:41.841685,
175de2ee-3552-47f3-99da-1d64c6f09d71,warm,Claude Sonnet,claude-sonnet-5,1,4,1071,267.75,2026-08-01T08:06:44.876164,2026-08-01T08:07:28.948063,
c5054450-cd99-4874-8e6e-fc5bf8aa6098,warm,Claude Sonnet,claude-sonnet-5,1,4,982,245.5,2026-08-01T08:07:32.624594,2026-08-01T08:08:18.043780,
b9ed4f42-01a5-439c-bdb5-2ecb57360699,competent,Claude Sonnet,claude-sonnet-5,1,4,1047,261.75,2026-08-01T08:08:22.254028,2026-08-01T08:09:06.540608,
77363a90-5a25-494d-82f1-8883abf29002,competent,Claude Sonnet,claude-sonnet-5,1,4,1052,263.0,2026-08-01T08:09:09.401081,2026-08-01T08:09:53.644841,
b108a460-7032-4727-b201-70549d97dcbe,warm,Claude Sonnet,claude-sonnet-5,1,4,1034,258.5,2026-08-01T08:09:57.730225,2026-08-01T08:10:40.685906,
88c03654-699e-4e8b-8b2c-f158cc70f72d,warm,Claude Sonnet,claude-sonnet-5,1,4,1025,256.25,2026-08-01T08:10:43.514138,2026-08-01T08:11:28.458545,
bd18c757-f41a-4059-bcce-65bcf32be2e7,competent,Claude Sonnet,claude-sonnet-5,1,4,1018,254.5,2026-08-01T08:11:31.224768,2026-08-01T08:12:16.492482,
5aa69210-7d69-4d14-817a-b25330444eba,warm,Claude Sonnet,claude-sonnet-5,1,4,1014,253.5,2026-08-01T08:12:19.795462,2026-08-01T08:13:03.016212,
47f1c0bc-7762-4abc-b790-3ceadad7dc57,competent,Claude Sonnet,claude-sonnet-5,1,4,1041,260.25,2026-08-01T08:13:06.877145,2026-08-01T08:13:54.378613,
3ba7a6ab-0593-4b9d-86d7-98fe8b7b9899,warm,Claude Sonnet,claude-sonnet-5,1,4,958,239.5,2026-08-01T08:13:57.357824,2026-08-01T08:14:42.903292,
9c07cc08-dedd-4455-bfaa-315d4c154832,competent,Claude Sonnet,claude-sonnet-5,1,4,957,239.25,2026-08-01T08:14:46.403245,2026-08-01T08:15:30.335633,
dd07ad4b-dd85-4a68-952d-a5fa4d90a9be,competent,Claude Sonnet,claude-sonnet-5,1,4,1028,257.0,2026-08-01T08:15:33.559066,2026-08-01T08:16:17.541680,
c33a1f76-f781-4dec-b964-2067e3258b0e,competent,Claude Sonnet,claude-sonnet-5,1,4,1060,265.0,2026-08-01T08:16:20.930690,2026-08-01T08:17:03.001088,
c2a84510-5dbd-4db5-bd79-236551396dff,competent,Claude Sonnet,claude-sonnet-5,1,4,1039,259.75,2026-08-01T08:17:07.099253,2026-08-01T08:17:49.603071,
689c175c-0f91-47dd-bc22-ae886c18d49a,competent,Claude Sonnet,claude-sonnet-5,1,4,1030,257.5,2026-08-01T08:17:52.571063,2026-08-01T08:18:37.007011,
bc2d46ee-23b5-4fe1-87eb-2f72875d0dc5,warm,Claude Sonnet,claude-sonnet-5,1,4,1015,253.75,2026-08-01T08:18:40.078671,2026-08-01T08:19:24.831240,
d5292248-892a-4702-ac00-368d353be82f,warm,Claude Sonnet,claude-sonnet-5,1,4,974,243.5,2026-08-01T08:19:27.652554,2026-08-01T08:20:20.028615,
7d9568ad-e613-4692-9fc5-b9c509e15a44,competent,Claude Sonnet,claude-sonnet-5,1,4,1014,253.5,2026-08-01T08:20:22.894884,2026-08-01T08:21:06.958373,
38075e23-6dc1-4609-b02a-92fc906ac141,competent,Claude Sonnet,claude-sonnet-5,1,4,1029,257.25,2026-08-01T08:21:09.784719,2026-08-01T08:21:57.090162,
5423e2fb-057c-40d9-ba52-11382e22913b,competent,Claude Sonnet,claude-sonnet-5,1,4,985,246.25,2026-08-01T08:21:59.871971,2026-08-01T08:22:46.460862,
573e8e2c-2a0d-44b5-b1f2-8544cbcd6602,competent,Claude Sonnet,claude-sonnet-5,1,4,960,240.0,2026-08-01T08:22:49.828443,2026-08-01T08:23:37.320122,
022d21b6-a60a-4731-b3a3-db58e76b4f44,competent,Claude Sonnet,claude-sonnet-5,1,4,1009,252.25,2026-08-01T08:23:40.629569,2026-08-01T08:24:24.427132,
1051d0fe-62d7-41e1-96b6-e6a942f48dc3,warm,Claude Sonnet,claude-sonnet-5,1,4,1067,266.75,2026-08-01T08:24:27.208309,2026-08-01T08:25:10.009823,
22d61ac7-3735-46a7-8fc7-8a9b9ef1cb88,competent,Claude Sonnet,claude-sonnet-5,1,4,961,240.25,2026-08-01T08:25:12.892018,2026-08-01T08:25:53.840849,
18a6c8bc-8951-41fb-83c3-682ad8625059,competent,Claude Sonnet,claude-sonnet-5,1,4,1003,250.75,2026-08-01T08:25:56.671256,2026-08-01T08:26:39.946568,
5b79dd77-8c09-47b8-9943-173b053810bb,warm,Claude Sonnet,claude-sonnet-5,1,4,1001,250.25,2026-08-01T08:26:43.108193,2026-08-01T08:27:24.999036,
af7ab15a-642f-42ea-995b-528c062bc871,competent,Claude Sonnet,claude-sonnet-5,1,4,1082,270.5,2026-08-01T08:27:28.101016,2026-08-01T08:28:11.008340,
655b6b51-c856-4bc3-9100-fdd65e609ace,competent,Claude Sonnet,claude-sonnet-5,1,4,1007,251.75,2026-08-01T08:28:14.044449,2026-08-01T08:29:05.338864,
a2658277-726b-4a2e-854d-9805873a2a62,warm,Claude Sonnet,claude-sonnet-5,1,4,1032,258.0,2026-08-01T08:29:08.578455,2026-08-01T08:29:52.501870,
04593c06-a9d4-4ba9-9da2-ca88b17daa6a,competent,Claude Sonnet,claude-sonnet-5,1,4,994,248.5,2026-08-01T08:29:55.899121,2026-08-01T08:30:39.980377,
cc7e5082-d53a-4f0d-9614-d1b6ba25d53d,warm,Claude Sonnet,claude-sonnet-5,1,4,901,225.25,2026-08-01T08:30:43.235510,2026-08-01T08:31:26.039662,
1893330e-8225-4f78-a343-9e264acc4a70,warm,Claude Sonnet,claude-sonnet-5,1,4,1006,251.5,2026-08-01T08:31:29.525623,2026-08-01T08:32:19.285616,
bd3fce0a-ab4d-4b5c-af63-0024f291f1f1,warm,Claude Sonnet,claude-sonnet-5,1,4,958,239.5,2026-08-01T08:32:22.733974,2026-08-01T08:33:07.004128,
7d4ccdfa-9319-4133-a6f5-e8c1162bdea3,warm,Claude Sonnet,claude-sonnet-5,1,4,1063,265.75,2026-08-01T08:33:09.872511,2026-08-01T08:33:56.668978,
b619ba2b-4bba-4421-abe5-49482715bd2c,warm,Claude Sonnet,claude-sonnet-5,1,4,1037,259.25,2026-08-01T08:33:59.275356,2026-08-01T08:34:45.714536,
328cd24d-a0a1-4020-8def-30b7901d615b,warm,Claude Sonnet,claude-sonnet-5,1,4,1067,266.75,2026-08-01T08:34:49.504535,2026-08-01T08:35:36.105415,
43c54b5f-f7bc-4b5d-b5e0-e42fd58f42d3,warm,Claude Sonnet,claude-sonnet-5,1,4,1007,251.75,2026-08-01T08:35:39.577727,2026-08-01T08:36:22.695287,
911bb25d-ef21-49e3-8044-70799cf0d2e0,competent,Claude Sonnet,claude-sonnet-5,1,4,1056,264.0,2026-08-01T08:36:25.449107,2026-08-01T08:37:10.821148,
